postal_code,Population,Median Age,Household Income,Per Capita Income,Number of Males,Number of Females
14542,41.0,53.6,54028.0,45059.0,27.0,14.0
14543,3073.0,48.3,86875.0,42409.0,1468.0,1605.0
14544,2420.0,41.8,58558.0,24110.0,1199.0,1221.0
14545,174.0,40.5,58750.0,22998.0,88.0,86.0
14546,4955.0,41.9,57295.0,27485.0,2456.0,2499.0
14548,4496.0,43.0,62031.0,24837.0,2313.0,2183.0
14549,42.0,51.6,-666666666.0,20693.0,26.0,16.0
14550,1714.0,39.9,62951.0,27371.0,849.0,865.0
14551,5630.0,41.1,47239.0,22114.0,2830.0,2800.0
14555,1229.0,54.9,57500.0,30559.0,636.0,593.0
14559,18098.0,41.7,69564.0,29969.0,8919.0,9179.0
14560,1819.0,46.9,56858.0,31347.0,943.0,876.0
14561,3264.0,41.4,60578.0,25378.0,1583.0,1681.0
14564,14497.0,42.9,76231.0,40149.0,7085.0,7412.0
14568,6203.0,37.1,76042.0,27403.0,2992.0,3211.0
14569,6187.0,42.1,42313.0,22107.0,2797.0,3390.0
14571,1181.0,49.4,54659.0,27669.0,616.0,565.0
14572,5304.0,38.8,42660.0,21184.0,2578.0,2726.0
14580,50559.0,42.3,69189.0,33860.0,24235.0,26324.0
14585,67.0,75.5,29063.0,27045.0,24.0,43.0
14586,10755.0,32.9,70027.0,26039.0,5307.0,5448.0
14588,269.0,34.4,35000.0,7936.0,251.0,18.0
14589,7713.0,45.1,55558.0,30329.0,3755.0,3958.0
14590,5020.0,42.6,42439.0,23270.0,2566.0,2454.0
14591,1701.0,43.6,62768.0,27194.0,879.0,822.0
14592,224.0,36.3,83911.0,29470.0,119.0,105.0
14604,1607.0,40.5,11830.0,18466.0,826.0,781.0
14605,13584.0,25.3,18569.0,10259.0,6349.0,7235.0
14606,29551.0,36.4,38545.0,19604.0,13629.0,15922.0
14607,16144.0,29.2,40502.0,35395.0,8276.0,7868.0
14608,12058.0,31.3,20796.0,14214.0,5480.0,6578.0
14609,42628.0,33.4,42123.0,20957.0,20486.0,22142.0
14610,13655.0,44.2,56629.0,46654.0,6583.0,7072.0
14611,17573.0,31.7,24664.0,13430.0,8099.0,9474.0
14612,35070.0,42.4,59216.0,30541.0,17079.0,17991.0
14613,13112.0,30.1,28425.0,15326.0,6102.0,7010.0
14614,1105.0,32.0,3906.0,4699.0,1016.0,89.0
14615,15776.0,35.0,38620.0,21466.0,7761.0,8015.0
14616,28688.0,42.0,48975.0,25767.0,13395.0,15293.0
14617,23124.0,42.4,60650.0,30632.0,10932.0,12192.0
14618,22110.0,39.9,81902.0,44668.0,10482.0,11628.0
14619,14784.0,32.9,39494.0,18927.0,6857.0,7927.0
14620,26110.0,31.3,38554.0,25106.0,12507.0,13603.0
14621,33789.0,32.9,23735.0,13894.0,16089.0,17700.0
14622,12040.0,45.7,51875.0,29960.0,5624.0,6416.0
14623,25877.0,26.2,46149.0,19676.0,14089.0,11788.0
14624,36097.0,40.9,61136.0,28265.0,17367.0,18730.0
14625,10484.0,46.4,70114.0,41145.0,5063.0,5421.0
14626,29724.0,46.5,53944.0,30041.0,13854.0,15870.0
14627,2781.0,19.5,-666666666.0,3734.0,1424.0,1357.0
14701,40048.0,39.9,35997.0,20735.0,19408.0,20640.0
14706,6301.0,44.6,50647.0,26461.0,2921.0,3380.0
14707,289.0,32.5,27429.0,18130.0,168.0,121.0
14708,273.0,38.2,43333.0,20162.0,125.0,148.0
14709,1514.0,44.1,43173.0,20471.0,763.0,751.0
14710,3479.0,44.7,51156.0,25234.0,1727.0,1752.0
14711,1835.0,39.8,41000.0,18737.0,945.0,890.0
14712,3586.0,48.6,57931.0,29503.0,1682.0,1904.0
14714,572.0,34.2,40750.0,19560.0,279.0,293.0
14715,2763.0,40.2,45030.0,22257.0,1349.0,1414.0
14716,3040.0,35.3,35708.0,16790.0,1857.0,1183.0
14717,683.0,45.5,38333.0,20262.0,411.0,272.0
14718,2320.0,39.9,57813.0,22523.0,1246.0,1074.0
14719,3530.0,44.7,43036.0,21235.0,1774.0,1756.0
14720,724.0,26.9,40125.0,20662.0,398.0,326.0
14721,104.0,28.5,25227.0,15429.0,60.0,44.0
14722,407.0,66.2,73594.0,25667.0,204.0,203.0
14723,1193.0,43.3,44861.0,21465.0,628.0,565.0
14724,2465.0,41.0,45667.0,21713.0,1240.0,1225.0
14726,2155.0,26.1,41336.0,13800.0,1051.0,1104.0
14727,5090.0,45.3,48077.0,26791.0,2646.0,2444.0
14728,729.0,42.9,62736.0,25902.0,400.0,329.0
14729,902.0,42.7,52961.0,26749.0,482.0,420.0
14731,1302.0,51.0,54625.0,34860.0,699.0,603.0
14732,157.0,53.7,52917.0,21879.0,85.0,72.0
14733,4216.0,36.9,42891.0,18789.0,2191.0,2025.0
14735,2626.0,39.9,38278.0,19585.0,1321.0,1305.0
14736,150.0,56.3,34107.0,23133.0,75.0,75.0
14737,3998.0,41.9,37113.0,20976.0,1979.0,2019.0
14738,3700.0,46.4,47956.0,23302.0,1856.0,1844.0
14739,2636.0,40.5,38872.0,18317.0,1368.0,1268.0
14740,1639.0,47.3,49345.0,25020.0,754.0,885.0
14741,2412.0,38.7,55966.0,23967.0,1185.0,1227.0
14742,247.0,79.2,67083.0,23487.0,95.0,152.0
14743,1896.0,36.5,42799.0,17667.0,974.0,922.0
14744,2310.0,20.9,50298.0,13415.0,1098.0,1212.0
14747,2192.0,45.9,43482.0,21985.0,1189.0,1003.0
14748,851.0,35.0,31667.0,15684.0,383.0,468.0
14750,4448.0,42.6,53176.0,31548.0,2117.0,2331.0
14752,174.0,61.8,44167.0,33150.0,42.0,132.0
14753,978.0,41.7,32708.0,17519.0,492.0,486.0
14754,666.0,44.9,43750.0,20342.0,314.0,352.0
14755,3268.0,39.4,46037.0,21427.0,1697.0,1571.0
14756,105.0,61.2,-666666666.0,11879.0,9.0,96.0
14757,3496.0,41.0,44698.0,28505.0,1842.0,1654.0
14760,18523.0,41.6,41807.0,24604.0,9285.0,9238.0
14767,1927.0,36.6,42986.0,17534.0,936.0,991.0
14769,1017.0,52.0,48977.0,21366.0,500.0,517.0
14770,2896.0,43.3,50816.0,25116.0,1543.0,1353.0
14772,3945.0,40.3,43494.0,19892.0,2012.0,1933.0
14774,260.0,22.9,31103.0,17153.0,122.0,138.0
14775,2294.0,36.0,40769.0,19469.0,1199.0,1095.0
14777,654.0,48.7,47917.0,23558.0,314.0,340.0
14778,1451.0,20.2,-666666666.0,3246.0,681.0,770.0
14779,6633.0,40.5,31537.0,18587.0,3219.0,3414.0
14781,2437.0,37.8,48452.0,19209.0,1234.0,1203.0
14782,2762.0,33.5,44926.0,17136.0,1326.0,1436.0
14783,373.0,42.7,43250.0,22446.0,186.0,187.0
14784,708.0,46.6,29583.0,17717.0,385.0,323.0
14787,5074.0,49.2,42455.0,22177.0,2241.0,2833.0
14788,232.0,28.0,75972.0,30066.0,87.0,145.0
14801,5525.0,40.1,45810.0,21704.0,2766.0,2759.0
14802,4324.0,19.9,19018.0,7374.0,2517.0,1807.0
14803,917.0,42.5,49375.0,27464.0,460.0,457.0
14804,1636.0,42.7,61875.0,26943.0,838.0,798.0
14805,1026.0,42.8,53750.0,23923.0,510.0,516.0
14806,2161.0,41.6,49792.0,22379.0,1069.0,1092.0
14807,3088.0,48.0,45821.0,23042.0,1601.0,1487.0
14808,438.0,51.5,36250.0,18879.0,248.0,190.0
14809,2345.0,43.9,42902.0,22838.0,1215.0,1130.0
14810,12516.0,44.8,43750.0,22745.0,6405.0,6111.0
14812,3339.0,39.1,56211.0,22273.0,1849.0,1490.0
14813,2685.0,42.9,44223.0,21596.0,1439.0,1246.0
14814,2165.0,41.8,72667.0,31301.0,1030.0,1135.0
14815,1034.0,42.6,47500.0,21544.0,485.0,549.0
14816,293.0,47.6,49583.0,21334.0,123.0,170.0
14817,2261.0,49.4,59618.0,33218.0,1147.0,1114.0
14818,1836.0,42.3,45208.0,26437.0,885.0,951.0
14819,822.0,37.6,38854.0,16627.0,498.0,324.0
14820,631.0,44.0,41534.0,19916.0,321.0,310.0
14821,3218.0,38.4,47500.0,23696.0,1614.0,1604.0
14822,1391.0,36.7,35708.0,18933.0,723.0,668.0
14823,3639.0,41.4,49868.0,23168.0,1884.0,1755.0
14824,787.0,47.8,74650.0,29946.0,379.0,408.0
14825,1032.0,46.3,56481.0,22731.0,517.0,515.0
14826,2148.0,45.7,46902.0,23866.0,1034.0,1114.0
14827,100.0,29.2,24250.0,13955.0,29.0,71.0
14830,19734.0,40.2,51902.0,30447.0,9648.0,10086.0
14836,1124.0,49.2,51728.0,23810.0,538.0,586.0
14837,5661.0,39.1,44318.0,22443.0,2779.0,2882.0
14838,2010.0,41.8,55045.0,24263.0,1063.0,947.0
14839,750.0,38.4,48667.0,19427.0,357.0,393.0
14840,3157.0,51.2,51893.0,34122.0,1583.0,1574.0
14841,973.0,49.1,58538.0,27166.0,508.0,465.0
14842,987.0,44.8,79009.0,44736.0,540.0,447.0
14843,12919.0,40.3,40638.0,22707.0,6366.0,6553.0
14845,20838.0,45.1,61005.0,31716.0,10090.0,10748.0
14846,789.0,45.5,42198.0,24207.0,441.0,348.0
14847,2276.0,44.0,48080.0,26236.0,1085.0,1191.0
14850,64877.0,26.2,46331.0,27096.0,31695.0,33182.0
14853,2781.0,19.6,-666666666.0,2484.0,1382.0,1399.0
14854,17.0,-666666666.0,-666666666.0,,8.0,9.0
14855,988.0,29.3,43750.0,15913.0,421.0,567.0
14856,134.0,68.2,48362.0,29383.0,59.0,75.0
14858,1692.0,38.5,49554.0,22249.0,767.0,925.0
14859,913.0,46.7,39444.0,20609.0,412.0,501.0
14860,1236.0,39.5,53750.0,21245.0,637.0,599.0
14861,1244.0,50.9,47083.0,27574.0,682.0,562.0
14864,1131.0,46.0,53650.0,25630.0,577.0,554.0
14865,2582.0,50.9,38839.0,20843.0,1188.0,1394.0
14867,5722.0,35.7,49464.0,23865.0,2999.0,2723.0
14869,1383.0,41.9,52125.0,22418.0,671.0,712.0
14870,10366.0,41.1,59469.0,32694.0,5039.0,5327.0
14871,5419.0,47.1,64468.0,26136.0,3056.0,2363.0
14872,798.0,36.3,34258.0,19077.0,396.0,402.0
14873,2652.0,42.4,48897.0,23000.0,1389.0,1263.0
14874,265.0,54.8,43250.0,21254.0,138.0,127.0
14877,411.0,47.4,40682.0,26716.0,210.0,201.0
14878,683.0,44.3,65909.0,31629.0,325.0,358.0
14879,2105.0,43.6,45119.0,23827.0,1021.0,1084.0
14880,1488.0,49.6,42130.0,25207.0,714.0,774.0
14881,71.0,80.5,14803.0,15432.0,0.0,71.0
14882,3867.0,46.3,76929.0,43687.0,1910.0,1957.0
14883,4379.0,40.3,48929.0,23149.0,2208.0,2171.0
14884,199.0,54.8,51000.0,29278.0,105.0,94.0
14885,980.0,39.7,37000.0,16782.0,459.0,521.0
14886,6626.0,42.9,62900.0,31034.0,3262.0,3364.0
14889,1549.0,40.8,50000.0,22675.0,768.0,781.0
14891,4473.0,43.6,44448.0,25402.0,2167.0,2306.0
14892,8074.0,41.3,49623.0,26191.0,3885.0,4189.0
14893,11.0,64.8,-666666666.0,28964.0,6.0,5.0
14894,1337.0,42.2,40417.0,21631.0,674.0,663.0
14895,9692.0,44.0,38778.0,24085.0,4458.0,5234.0
14897,853.0,48.1,41905.0,19259.0,465.0,388.0
14898,2083.0,33.0,38472.0,14142.0,989.0,1094.0
14901,17495.0,34.0,28844.0,14781.0,9467.0,8028.0
14903,6943.0,39.7,45000.0,26194.0,3354.0,3589.0
14904,15519.0,37.5,36250.0,19429.0,7270.0,8249.0
14905,9255.0,42.4,59159.0,39927.0,4348.0,4907.0
15001,32573.0,45.2,51424.0,27566.0,15776.0,16797.0
15003,11613.0,42.5,35798.0,21937.0,5535.0,6078.0
15004,211.0,51.2,37284.0,30069.0,128.0,83.0
15005,9659.0,45.2,62584.0,32484.0,4764.0,4895.0
15006,329.0,46.2,50114.0,20336.0,167.0,162.0
15007,334.0,50.9,73352.0,28201.0,174.0,160.0
15009,15236.0,47.9,54833.0,30290.0,7319.0,7917.0
15010,28115.0,42.2,47993.0,26218.0,13586.0,14529.0
15012,16060.0,47.0,51884.0,26770.0,7752.0,8308.0
15014,3184.0,42.7,43500.0,22766.0,1438.0,1746.0
15015,1225.0,48.2,106875.0,52656.0,627.0,598.0
15017,15518.0,41.9,59715.0,38217.0,7426.0,8092.0
15018,668.0,44.1,50588.0,20773.0,319.0,349.0
15019,1892.0,49.1,49050.0,24822.0,865.0,1027.0
15020,152.0,43.1,27250.0,22373.0,88.0,64.0
15021,7662.0,45.3,51824.0,25193.0,3777.0,3885.0
15022,10181.0,43.7,40956.0,22045.0,4564.0,5617.0
15024,8541.0,48.0,53686.0,30717.0,3938.0,4603.0
15025,16089.0,43.2,49548.0,32020.0,7566.0,8523.0
15026,3116.0,49.0,62639.0,32590.0,1601.0,1515.0
15027,2082.0,44.1,42742.0,22111.0,965.0,1117.0
15028,130.0,56.5,52500.0,23771.0,64.0,66.0
15030,1040.0,41.4,34792.0,22485.0,535.0,505.0
15031,554.0,35.7,50259.0,25571.0,410.0,144.0
15033,4978.0,41.2,31107.0,16355.0,2314.0,2664.0
15034,1838.0,49.3,41786.0,25305.0,892.0,946.0
15035,2222.0,41.6,40104.0,22558.0,1014.0,1208.0
15037,11037.0,47.6,55980.0,27610.0,5285.0,5752.0
15038,309.0,38.8,26758.0,10016.0,175.0,134.0
15042,8068.0,47.5,53697.0,25396.0,3850.0,4218.0
15043,2680.0,42.8,65625.0,26726.0,1341.0,1339.0
15044,26934.0,44.4,93210.0,45246.0,13025.0,13909.0
15045,4481.0,41.1,33611.0,19027.0,2262.0,2219.0
15046,2628.0,46.8,56071.0,32491.0,1309.0,1319.0
15047,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0
15049,954.0,49.2,43491.0,25218.0,440.0,514.0
15050,2285.0,43.4,53587.0,23613.0,1095.0,1190.0
15051,359.0,57.9,51023.0,40495.0,148.0,211.0
15052,3451.0,43.4,53333.0,23958.0,1715.0,1736.0
15053,217.0,28.5,32857.0,14614.0,117.0,100.0
15054,423.0,51.3,54620.0,22034.0,246.0,177.0
15055,1201.0,46.4,54918.0,39367.0,541.0,660.0
15056,1136.0,46.6,38889.0,26291.0,507.0,629.0
15057,14946.0,41.2,69042.0,33047.0,7378.0,7568.0
15059,4231.0,45.5,35707.0,21080.0,1845.0,2386.0
15060,798.0,40.0,51442.0,20051.0,331.0,467.0
15061,12339.0,43.3,54597.0,27454.0,5844.0,6495.0
15062,7682.0,47.5,31225.0,21104.0,3529.0,4153.0
15063,11408.0,45.8,48877.0,24691.0,5523.0,5885.0
15064,539.0,41.3,28542.0,14654.0,220.0,319.0
15065,11723.0,44.0,45246.0,23488.0,5486.0,6237.0
15066,12916.0,41.3,43194.0,22946.0,6195.0,6721.0
15067,2367.0,40.9,37863.0,21936.0,1214.0,1153.0
15068,38292.0,45.3,44778.0,24866.0,18508.0,19784.0
15071,9897.0,40.5,60172.0,34554.0,4850.0,5047.0
15072,119.0,66.2,16786.0,14864.0,52.0,67.0
15074,8846.0,44.1,47740.0,25590.0,4394.0,4452.0
15075,70.0,32.5,28864.0,14921.0,40.0,30.0
15076,1191.0,43.1,37278.0,21499.0,500.0,691.0
15077,116.0,44.8,36250.0,16919.0,52.0,64.0
15078,305.0,51.3,20093.0,30759.0,166.0,139.0
15081,342.0,50.2,31500.0,22177.0,174.0,168.0
15082,142.0,66.5,72760.0,25870.0,63.0,79.0
15083,823.0,47.1,43438.0,22771.0,423.0,400.0
15084,9754.0,41.9,44295.0,23531.0,4812.0,4942.0
15085,7579.0,44.6,62908.0,32587.0,3627.0,3952.0
15086,298.0,42.3,103889.0,38609.0,129.0,169.0
15087,290.0,40.5,66161.0,24492.0,136.0,154.0
15088,791.0,32.5,37917.0,17949.0,398.0,393.0
15089,5586.0,47.6,43607.0,25315.0,2714.0,2872.0
15090,22369.0,41.5,120432.0,56627.0,11346.0,11023.0
15101,24988.0,43.2,80382.0,38512.0,12288.0,12700.0
15102,29988.0,45.2,70799.0,34238.0,14428.0,15560.0
15104,9339.0,35.6,23403.0,15354.0,4411.0,4928.0
15106,19090.0,42.7,44038.0,28161.0,9438.0,9652.0
15108,40774.0,41.2,63277.0,34383.0,20298.0,20476.0
15110,5581.0,38.6,20152.0,14095.0,2558.0,3023.0
15112,3372.0,38.2,40431.0,20470.0,1563.0,1809.0
15116,14403.0,46.9,72083.0,33930.0,7025.0,7378.0
15120,18952.0,43.8,41453.0,24423.0,8673.0,10279.0
15122,20123.0,44.7,45685.0,23664.0,9607.0,10516.0
15126,6646.0,41.0,66209.0,31688.0,3315.0,3331.0
15129,10844.0,44.3,64484.0,30956.0,5368.0,5476.0
15131,8335.0,51.8,47673.0,29773.0,3792.0,4543.0
15132,21456.0,40.2,27429.0,17094.0,10210.0,11246.0
15133,6443.0,45.3,45353.0,25583.0,3060.0,3383.0
15135,5304.0,44.8,51870.0,28184.0,2372.0,2932.0
15136,21901.0,42.4,40034.0,26514.0,10688.0,11213.0
15137,10123.0,44.9,39021.0,23375.0,4916.0,5207.0
15139,6340.0,48.6,54861.0,40147.0,3004.0,3336.0
15140,3295.0,38.8,35724.0,20561.0,1596.0,1699.0
15142,1358.0,42.2,124867.0,85017.0,648.0,710.0
15143,20162.0,44.2,86084.0,52470.0,9724.0,10438.0
15144,4081.0,45.6,52059.0,26428.0,1886.0,2195.0
15145,7388.0,43.7,34908.0,21324.0,3516.0,3872.0
15146,28380.0,45.8,58083.0,32302.0,13679.0,14701.0
15147,17314.0,47.6,44609.0,27530.0,8171.0,9143.0
15148,2628.0,39.8,26506.0,17581.0,1135.0,1493.0
15201,13688.0,37.7,45784.0,26392.0,6709.0,6979.0
15202,19654.0,39.7,43791.0,29474.0,9214.0,10440.0
15203,10134.0,28.7,43734.0,34115.0,5448.0,4686.0
15204,7647.0,42.8,37041.0,20505.0,3559.0,4088.0
15205,22459.0,38.7,51079.0,32964.0,10728.0,11731.0
15206,29098.0,36.6,33792.0,27733.0,12978.0,16120.0
15207,11245.0,41.5,39707.0,22792.0,5141.0,6104.0
15208,9941.0,38.6,31184.0,26805.0,4116.0,5825.0
15209,12875.0,42.4,56273.0,27925.0,5999.0,6876.0
15210,27573.0,34.6,31880.0,18348.0,13094.0,14479.0
15211,11428.0,34.5,50725.0,33168.0,5668.0,5760.0
15212,28243.0,38.4,37699.0,25496.0,14316.0,13927.0
15213,28400.0,21.7,21928.0,16458.0,13468.0,14932.0
15214,14535.0,37.7,38171.0,22597.0,6920.0,7615.0
15215,12834.0,41.9,60148.0,43376.0,6378.0,6456.0
15216,23054.0,39.9,50998.0,30389.0,11188.0,11866.0
15217,27439.0,34.4,62925.0,44026.0,13565.0,13874.0
15218,13877.0,41.8,47803.0,32049.0,6618.0,7259.0
15219,15410.0,28.0,20151.0,13178.0,7337.0,8073.0
15220,17637.0,38.7,63230.0,36660.0,8760.0,8877.0
15221,31099.0,42.3,37488.0,25657.0,13692.0,17407.0
15222,3550.0,31.7,63167.0,53370.0,1814.0,1736.0
15223,6737.0,41.8,41391.0,25250.0,3262.0,3475.0
15224,10148.0,33.7,38058.0,24708.0,4738.0,5410.0
15225,1086.0,48.0,36111.0,24317.0,587.0,499.0
15226,13715.0,40.0,51101.0,28285.0,6493.0,7222.0
15227,28399.0,42.5,49519.0,26926.0,13388.0,15011.0
15228,18099.0,40.7,72396.0,41968.0,8726.0,9373.0
15229,14024.0,40.6,58457.0,32925.0,6735.0,7289.0
15232,11894.0,29.1,50870.0,49682.0,5945.0,5949.0
15233,4387.0,37.6,33780.0,20368.0,3223.0,1164.0
15234,14146.0,44.0,55538.0,30433.0,6775.0,7371.0
15235,34257.0,45.2,50234.0,26540.0,15808.0,18449.0
15236,29836.0,44.5,58435.0,29691.0,14252.0,15584.0
15237,40891.0,45.3,69103.0,40158.0,19337.0,21554.0
15238,12654.0,50.1,79194.0,63449.0,6010.0,6644.0
15239,21418.0,41.6,65750.0,28933.0,10208.0,11210.0
15241,20069.0,44.4,102380.0,50330.0,9807.0,10262.0
15243,13220.0,50.0,74500.0,48533.0,6098.0,7122.0
15260,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0
15290,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0
15301,49266.0,44.0,50902.0,27160.0,24017.0,25249.0
15310,323.0,42.4,36389.0,19941.0,154.0,169.0
15311,1423.0,46.6,59583.0,28683.0,640.0,783.0
15312,3745.0,43.1,59919.0,28490.0,2010.0,1735.0
15313,342.0,42.7,36250.0,22105.0,180.0,162.0
15314,3923.0,39.7,46776.0,23266.0,1914.0,2009.0
15315,785.0,40.7,53250.0,22928.0,339.0,446.0
15316,118.0,43.0,33636.0,14622.0,49.0,69.0
15317,36569.0,43.6,65402.0,35973.0,17601.0,18968.0
15320,5285.0,40.4,44786.0,26613.0,2517.0,2768.0
15321,1447.0,45.1,70568.0,35359.0,608.0,839.0
15322,2167.0,43.0,41970.0,19073.0,978.0,1189.0
15323,4271.0,44.6,51350.0,24509.0,2079.0,2192.0
15324,571.0,48.0,35156.0,24226.0,282.0,289.0
15325,466.0,28.9,24375.0,11490.0,242.0,224.0
15327,1287.0,43.6,42143.0,19956.0,622.0,665.0
15329,1718.0,44.1,48000.0,20747.0,817.0,901.0
15330,5538.0,47.0,70959.0,32854.0,2960.0,2578.0
15331,931.0,46.8,35417.0,20594.0,458.0,473.0
15332,8170.0,47.8,57107.0,28137.0,4021.0,4149.0
15333,2232.0,43.0,53438.0,26127.0,1083.0,1149.0
15334,142.0,43.2,72750.0,26838.0,57.0,85.0
15337,708.0,42.4,41875.0,22037.0,370.0,338.0
15338,1569.0,45.1,45905.0,23886.0,815.0,754.0
15340,1455.0,44.6,74276.0,30112.0,717.0,738.0
15341,962.0,44.8,58500.0,26475.0,435.0,527.0
15342,4834.0,47.4,52688.0,28351.0,2247.0,2587.0
15344,1517.0,48.0,44500.0,25946.0,676.0,841.0
15345,1727.0,44.0,42386.0,22928.0,864.0,863.0
15346,531.0,49.3,40435.0,22933.0,269.0,262.0
15347,391.0,45.7,55409.0,50437.0,201.0,190.0
15348,244.0,42.7,33750.0,19689.0,140.0,104.0
15349,1815.0,50.6,49917.0,26645.0,849.0,966.0
15350,578.0,43.7,41083.0,23199.0,315.0,263.0
15351,719.0,55.1,21266.0,19033.0,382.0,337.0
15352,847.0,42.0,35125.0,19302.0,396.0,451.0
15353,38.0,37.6,73542.0,22813.0,20.0,18.0
15357,1766.0,43.9,47865.0,22240.0,870.0,896.0
15358,1255.0,27.8,41429.0,18736.0,624.0,631.0
15359,175.0,40.8,65139.0,26391.0,79.0,96.0
15360,1704.0,46.2,55694.0,28363.0,867.0,837.0
15361,43.0,65.4,-666666666.0,12991.0,22.0,21.0
15362,794.0,44.2,46944.0,24563.0,416.0,378.0
15363,707.0,60.4,37750.0,25025.0,371.0,336.0
15364,798.0,45.1,60375.0,27287.0,384.0,414.0
15366,274.0,30.6,73269.0,23549.0,142.0,132.0
15367,9300.0,39.7,113560.0,45188.0,4496.0,4804.0
15368,348.0,31.9,52596.0,19114.0,186.0,162.0
15370,15132.0,37.8,45957.0,18962.0,8794.0,6338.0
15376,1813.0,39.4,37895.0,19076.0,941.0,872.0
15377,752.0,45.5,47750.0,22726.0,407.0,345.0
15378,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0
15379,88.0,50.5,33750.0,21627.0,44.0,44.0
15380,758.0,34.1,45625.0,25671.0,350.0,408.0
15401,31654.0,45.0,34950.0,22668.0,15126.0,16528.0
15410,684.0,37.8,44342.0,17340.0,259.0,425.0
15411,635.0,49.2,50833.0,26986.0,323.0,312.0
15412,297.0,44.2,38333.0,21280.0,146.0,151.0
15413,485.0,37.7,42589.0,19662.0,219.0,266.0
15417,8798.0,44.2,38278.0,21325.0,4145.0,4653.0
15419,4774.0,22.7,23256.0,16086.0,2232.0,2542.0
15420,400.0,32.5,38571.0,9094.0,211.0,189.0
15421,187.0,61.5,63558.0,25173.0,75.0,112.0
15422,107.0,18.3,21667.0,9661.0,71.0,36.0
15423,2351.0,47.4,44683.0,32878.0,1258.0,1093.0
15424,2765.0,46.2,37440.0,18866.0,1319.0,1446.0
15425,19505.0,42.3,38381.0,20257.0,9446.0,10059.0
15427,1361.0,39.4,44559.0,24489.0,741.0,620.0
15428,1794.0,44.2,37708.0,20475.0,910.0,884.0
15429,158.0,42.3,14931.0,12028.0,80.0,78.0
15430,202.0,31.3,47750.0,17406.0,129.0,73.0
15431,4119.0,47.2,32185.0,19108.0,2049.0,2070.0
15432,394.0,54.9,43750.0,24180.0,180.0,214.0
15433,910.0,58.1,43301.0,23336.0,537.0,373.0
15434,343.0,49.8,30625.0,19346.0,152.0,191.0
15435,532.0,38.2,30478.0,16357.0,252.0,280.0
15436,2502.0,40.4,37188.0,20445.0,1126.0,1376.0
15437,2473.0,37.2,45257.0,19883.0,1424.0,1049.0
15438,1992.0,48.0,46528.0,24951.0,1015.0,977.0
15440,364.0,58.1,48889.0,22354.0,167.0,197.0
15442,2142.0,52.0,32188.0,19714.0,946.0,1196.0
15443,307.0,51.1,30288.0,18329.0,145.0,162.0
15444,283.0,60.4,20958.0,16506.0,110.0,173.0
15445,2728.0,48.2,49298.0,27544.0,1342.0,1386.0
15446,206.0,61.6,35924.0,19363.0,66.0,140.0
15447,115.0,27.6,-666666666.0,11974.0,47.0,68.0
15448,309.0,43.1,20625.0,23353.0,132.0,177.0
15449,173.0,61.4,22050.0,14753.0,71.0,102.0
15450,2232.0,35.4,53774.0,8509.0,2046.0,186.0
15451,1085.0,41.2,44516.0,21708.0,578.0,507.0
15454,315.0,54.6,-666666666.0,16269.0,186.0,129.0
15455,429.0,33.3,37991.0,13465.0,198.0,231.0
15456,3113.0,41.7,43722.0,19549.0,1539.0,1574.0
15458,2748.0,38.7,34786.0,20865.0,1345.0,1403.0
15459,1305.0,46.7,32422.0,23327.0,694.0,611.0
15460,77.0,31.1,26094.0,11242.0,38.0,39.0
15461,4130.0,41.6,34194.0,19127.0,2009.0,2121.0
15462,254.0,29.9,31250.0,17891.0,114.0,140.0
15463,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0
15464,1558.0,44.4,44792.0,19827.0,712.0,846.0
15466,447.0,42.5,48958.0,23075.0,218.0,229.0
15467,126.0,41.6,40000.0,20690.0,69.0,57.0
15468,2399.0,48.4,33750.0,22548.0,971.0,1428.0
15469,2378.0,40.1,47034.0,20297.0,1275.0,1103.0
15470,1086.0,49.5,56625.0,26712.0,567.0,519.0
15472,241.0,49.2,38750.0,19461.0,96.0,145.0
15473,4297.0,47.8,49056.0,24998.0,2219.0,2078.0
15474,1870.0,41.9,40152.0,19991.0,960.0,910.0
15475,1279.0,28.7,38926.0,17470.0,593.0,686.0
15476,43.0,67.8,-666666666.0,9600.0,15.0,28.0
15477,693.0,52.7,45147.0,25655.0,316.0,377.0
15478,6918.0,40.0,39967.0,18765.0,3521.0,3397.0
15479,2071.0,43.8,46573.0,26310.0,1033.0,1038.0
15480,2182.0,47.0,39875.0,17770.0,1020.0,1162.0
15482,505.0,53.8,27031.0,14995.0,248.0,257.0
15483,484.0,47.9,38482.0,25055.0,247.0,237.0
15484,553.0,21.1,17270.0,8375.0,280.0,273.0
15486,2076.0,41.4,44097.0,22234.0,1032.0,1044.0
15489,329.0,49.6,44635.0,14291.0,128.0,201.0
15490,1001.0,45.5,39036.0,15508.0,549.0,452.0
15492,118.0,47.2,26719.0,26790.0,54.0,64.0
15501,16594.0,43.5,43589.0,23241.0,8443.0,8151.0
15502,117.0,35.6,103750.0,53377.0,57.0,60.0
15510,2265.0,35.9,-666666666.0,3866.0,2265.0,0.0
