postal_code,Population,Median Age,Household Income,Per Capita Income,Number of Males,Number of Females
60064,16297.0,29.3,35293.0,13945.0,8072.0,8225.0
60067,38450.0,41.6,92212.0,48131.0,18883.0,19567.0
60068,37421.0,44.5,87119.0,44003.0,17892.0,19529.0
60069,8132.0,49.8,104196.0,60212.0,3945.0,4187.0
60070,15937.0,36.9,61188.0,31099.0,7987.0,7950.0
60071,3488.0,44.1,56075.0,34175.0,1821.0,1667.0
60072,976.0,40.5,80625.0,28364.0,473.0,503.0
60073,60237.0,31.2,64086.0,23835.0,30478.0,29759.0
60074,39053.0,33.0,62006.0,28455.0,19034.0,20019.0
60076,32922.0,43.9,69067.0,32273.0,15750.0,17172.0
60077,27189.0,42.7,58216.0,27807.0,12414.0,14775.0
60081,9939.0,42.8,83482.0,33893.0,5114.0,4825.0
60083,9909.0,41.3,90093.0,39852.0,4918.0,4991.0
60084,16304.0,36.8,74427.0,32846.0,8322.0,7982.0
60085,70997.0,30.0,41006.0,16888.0,35660.0,35337.0
60087,26679.0,33.1,56122.0,23950.0,13192.0,13487.0
60088,13274.0,21.2,59891.0,19059.0,10002.0,3272.0
60089,41645.0,42.6,94351.0,43828.0,20010.0,21635.0
60090,37744.0,37.1,58466.0,28163.0,18013.0,19731.0
60091,27268.0,43.8,129551.0,67089.0,13656.0,13612.0
60093,19010.0,44.3,163719.0,91958.0,9066.0,9944.0
60096,7001.0,43.2,73304.0,31314.0,3411.0,3590.0
60097,10758.0,36.5,64292.0,26145.0,5692.0,5066.0
60098,32549.0,38.7,60666.0,28676.0,15884.0,16665.0
60099,31593.0,33.4,54152.0,21849.0,15091.0,16502.0
60101,39657.0,33.9,55915.0,24741.0,19396.0,20261.0
60102,32166.0,39.6,99655.0,39151.0,15989.0,16177.0
60103,42209.0,37.1,93352.0,36684.0,21069.0,21140.0
60104,19061.0,35.7,50244.0,19925.0,8736.0,10325.0
60106,20276.0,34.7,57624.0,23616.0,10166.0,10110.0
60107,40677.0,34.5,73587.0,29485.0,20408.0,20269.0
60108,22975.0,42.6,72602.0,38285.0,11212.0,11763.0
60109,567.0,37.9,61125.0,30213.0,258.0,309.0
60110,38998.0,29.9,56654.0,21147.0,19894.0,19104.0
60111,376.0,44.8,71534.0,30034.0,180.0,196.0
60112,4674.0,28.3,70737.0,22040.0,2211.0,2463.0
60113,309.0,29.1,46250.0,23713.0,129.0,180.0
60115,46267.0,24.1,37922.0,19558.0,22655.0,23612.0
60118,15587.0,40.9,78091.0,36426.0,7801.0,7786.0
60119,10357.0,40.2,90833.0,39662.0,5391.0,4966.0
60120,51216.0,31.3,53543.0,20465.0,25513.0,25703.0
60123,48053.0,33.4,55012.0,23179.0,24148.0,23905.0
60124,19618.0,38.6,102059.0,39864.0,9674.0,9944.0
60126,46450.0,40.2,93308.0,43202.0,22851.0,23599.0
60129,184.0,44.9,73750.0,32883.0,97.0,87.0
60130,14202.0,39.1,51055.0,37602.0,6609.0,7593.0
60131,18068.0,38.1,54102.0,24078.0,8699.0,9369.0
60133,38369.0,32.8,68974.0,23217.0,18986.0,19383.0
60134,29339.0,40.7,103401.0,43649.0,14849.0,14490.0
60135,7174.0,34.7,61798.0,25585.0,3702.0,3472.0
60136,7093.0,32.5,105379.0,36321.0,3628.0,3465.0
60137,38384.0,41.1,89386.0,47759.0,18734.0,19650.0
60139,34867.0,32.9,63039.0,25006.0,17642.0,17225.0
60140,14050.0,34.8,78235.0,30495.0,6953.0,7097.0
60141,190.0,67.0,-666666666.0,23104.0,175.0,15.0
60142,26708.0,44.6,75572.0,35963.0,12933.0,13775.0
60143,10128.0,41.0,74598.0,35817.0,5093.0,5035.0
60144,64.0,28.5,103750.0,39764.0,34.0,30.0
60145,2408.0,38.5,86932.0,29535.0,1210.0,1198.0
60146,2585.0,39.8,57717.0,25765.0,1371.0,1214.0
60148,52390.0,40.6,70448.0,34217.0,25429.0,26961.0
60150,1589.0,36.5,52109.0,22251.0,796.0,793.0
60151,4235.0,41.7,68265.0,32465.0,2187.0,2048.0
60152,12899.0,40.1,63013.0,28446.0,6317.0,6582.0
60153,24152.0,36.9,42295.0,19420.0,11224.0,12928.0
60154,16804.0,47.5,68422.0,32066.0,7951.0,8853.0
60155,7931.0,43.2,51690.0,28726.0,4070.0,3861.0
60156,28886.0,35.2,85570.0,32765.0,14612.0,14274.0
60157,2116.0,46.4,79844.0,38902.0,1114.0,1002.0
60160,25459.0,30.5,45208.0,17193.0,13029.0,12430.0
60162,8110.0,40.1,53868.0,24201.0,3948.0,4162.0
60163,5218.0,39.5,62581.0,30131.0,2644.0,2574.0
60164,22116.0,34.9,56891.0,20809.0,11086.0,11030.0
60165,4947.0,28.7,38214.0,12997.0,2456.0,2491.0
60169,34103.0,34.5,68864.0,29468.0,16865.0,17238.0
60171,10300.0,37.3,46354.0,23335.0,4961.0,5339.0
60172,24588.0,38.3,76512.0,34244.0,11862.0,12726.0
60173,12143.0,30.9,66556.0,39254.0,6375.0,5768.0
60174,31340.0,41.6,76938.0,42715.0,15629.0,15711.0
60175,25836.0,40.8,125219.0,48046.0,13839.0,11997.0
60176,11790.0,35.7,41813.0,22153.0,6239.0,5551.0
60177,22705.0,34.9,85642.0,31147.0,11055.0,11650.0
60178,22299.0,36.9,64274.0,29495.0,10894.0,11405.0
60180,1293.0,49.8,57176.0,32219.0,654.0,639.0
60181,28933.0,36.7,69144.0,28565.0,14426.0,14507.0
60184,2536.0,47.0,171667.0,68968.0,1247.0,1289.0
60185,35974.0,33.2,69183.0,27750.0,18185.0,17789.0
60187,28660.0,35.3,84419.0,35878.0,14315.0,14345.0
60188,42399.0,36.9,76033.0,31530.0,20871.0,21528.0
60189,31344.0,41.0,93179.0,47717.0,14948.0,16396.0
60190,10561.0,43.6,95025.0,45706.0,5247.0,5314.0
60191,14358.0,41.0,61439.0,28061.0,7038.0,7320.0
60192,16522.0,41.0,115285.0,43764.0,7940.0,8582.0
60193,39883.0,42.1,72939.0,34560.0,19197.0,20686.0
60194,20322.0,37.5,73261.0,33871.0,9520.0,10802.0
60195,3810.0,30.9,62877.0,41965.0,2047.0,1763.0
60201,42682.0,31.0,65589.0,41825.0,20194.0,22488.0
60202,32255.0,38.1,68321.0,40568.0,15515.0,16740.0
60203,4749.0,39.8,113947.0,57806.0,2252.0,2497.0
60301,2229.0,44.7,61367.0,49586.0,1062.0,1167.0
60302,32218.0,39.1,77385.0,52201.0,15203.0,17015.0
60304,17455.0,37.7,85607.0,39506.0,8028.0,9427.0
60305,11183.0,41.4,113317.0,62034.0,5428.0,5755.0
60401,8012.0,44.2,64063.0,27732.0,3914.0,4098.0
60402,64039.0,33.4,53402.0,22106.0,30772.0,33267.0
60403,19634.0,37.0,46716.0,23084.0,10289.0,9345.0
60404,17984.0,38.6,86706.0,32126.0,8743.0,9241.0
60406,26021.0,32.6,40875.0,18000.0,13332.0,12689.0
60407,1945.0,35.4,56563.0,22179.0,1027.0,918.0
60408,5501.0,40.5,64292.0,25938.0,2856.0,2645.0
60409,37202.0,35.8,40359.0,20000.0,16940.0,20262.0
60410,12530.0,35.2,86325.0,29804.0,6339.0,6191.0
60411,58818.0,32.5,41537.0,18571.0,28155.0,30663.0
60415,14294.0,33.9,50336.0,22987.0,7498.0,6796.0
60416,9152.0,34.3,60103.0,26610.0,4464.0,4688.0
60417,15572.0,45.3,70383.0,31275.0,7625.0,7947.0
60419,22978.0,33.8,48012.0,20732.0,10558.0,12420.0
60420,6738.0,40.7,60658.0,20082.0,2471.0,4267.0
60421,3960.0,40.1,70485.0,30466.0,1965.0,1995.0
60422,9007.0,46.8,98140.0,49802.0,4036.0,4971.0
60423,30261.0,40.1,95667.0,38466.0,14650.0,15611.0
60424,2310.0,41.1,57417.0,27561.0,1205.0,1105.0
60425,9000.0,38.4,55139.0,24485.0,4432.0,4568.0
60426,28260.0,33.2,26080.0,13951.0,12938.0,15322.0
60428,12463.0,38.2,39739.0,17671.0,5743.0,6720.0
60429,16006.0,37.1,48487.0,22208.0,7440.0,8566.0
60430,21217.0,41.0,72754.0,32001.0,9942.0,11275.0
60431,21783.0,33.5,81037.0,30116.0,10357.0,11426.0
60432,21448.0,29.4,37624.0,15064.0,11229.0,10219.0
60433,17220.0,35.4,43644.0,18967.0,8804.0,8416.0
60435,49002.0,35.7,53691.0,24780.0,23168.0,25834.0
60436,18371.0,32.7,45592.0,19492.0,9091.0,9280.0
60437,157.0,49.8,36563.0,23715.0,75.0,82.0
60438,28815.0,40.6,50941.0,24985.0,13656.0,15159.0
60439,23177.0,41.7,92089.0,39570.0,11292.0,11885.0
60440,53836.0,32.4,71422.0,25176.0,26640.0,27196.0
60441,35532.0,34.8,72333.0,29886.0,18069.0,17463.0
60442,9684.0,35.4,76029.0,31032.0,5176.0,4508.0
60443,20800.0,40.6,64384.0,28468.0,9941.0,10859.0
60444,1842.0,37.6,72500.0,30321.0,970.0,872.0
60445,26171.0,39.2,58813.0,26795.0,13173.0,12998.0
60446,39871.0,31.4,68672.0,22612.0,19473.0,20398.0
60447,14094.0,33.2,81325.0,31177.0,6736.0,7358.0
60448,24678.0,40.6,95208.0,37630.0,12340.0,12338.0
60449,9174.0,38.0,74322.0,33022.0,4486.0,4688.0
60450,20689.0,40.6,62647.0,30484.0,10511.0,10178.0
60451,34516.0,36.9,91980.0,33897.0,16910.0,17606.0
60452,28096.0,37.2,71526.0,28543.0,13932.0,14164.0
60453,56820.0,41.3,57381.0,28489.0,26955.0,29865.0
60455,16343.0,38.0,52298.0,21117.0,8339.0,8004.0
60456,4356.0,38.5,49667.0,23066.0,1958.0,2398.0
60457,14367.0,36.4,54234.0,23909.0,7114.0,7253.0
60458,14111.0,32.5,50522.0,23033.0,6561.0,7550.0
60459,29107.0,36.4,56503.0,20995.0,14428.0,14679.0
60460,1425.0,38.5,55357.0,29760.0,733.0,692.0
60461,4706.0,51.9,86646.0,50137.0,2203.0,2503.0
60462,38801.0,45.6,77780.0,38763.0,18337.0,20464.0
60463,14337.0,52.7,76085.0,39971.0,6815.0,7522.0
60464,9707.0,54.2,76371.0,45227.0,4103.0,5604.0
60465,17567.0,44.9,55363.0,29656.0,8442.0,9125.0
60466,22667.0,35.8,48559.0,21761.0,10418.0,12249.0
60467,26880.0,44.9,88947.0,36488.0,12444.0,14436.0
60468,5847.0,41.5,75000.0,30813.0,3113.0,2734.0
60469,6017.0,30.2,48072.0,15367.0,3048.0,2969.0
60470,603.0,40.6,58333.0,23540.0,306.0,297.0
60471,13865.0,40.0,52284.0,27130.0,6259.0,7606.0
60472,5182.0,43.2,21542.0,13875.0,2772.0,2410.0
60473,22445.0,41.2,64362.0,26431.0,10912.0,11533.0
60474,685.0,38.5,55417.0,27375.0,341.0,344.0
60475,9797.0,36.6,43138.0,21262.0,5010.0,4787.0
60476,2837.0,39.9,50036.0,23048.0,1293.0,1544.0
60477,38144.0,38.6,69734.0,31541.0,18260.0,19884.0
60478,16856.0,39.5,60157.0,25724.0,7682.0,9174.0
60479,696.0,38.3,72232.0,26076.0,360.0,336.0
60480,5006.0,44.3,75203.0,37596.0,2426.0,2580.0
60481,11916.0,43.2,62487.0,28344.0,6059.0,5857.0
60482,11152.0,37.0,55269.0,24824.0,5419.0,5733.0
60484,6902.0,28.5,48571.0,20160.0,3120.0,3782.0
60487,26795.0,37.9,92588.0,34507.0,13432.0,13363.0
60490,19960.0,35.9,108477.0,34681.0,9932.0,10028.0
60491,22573.0,43.4,93986.0,36528.0,10939.0,11634.0
60501,11886.0,30.0,48438.0,16597.0,5995.0,5891.0
60502,23552.0,34.4,105319.0,48269.0,11219.0,12333.0
60503,16952.0,32.3,106823.0,35090.0,8683.0,8269.0
60504,37956.0,32.0,71624.0,30499.0,18698.0,19258.0
60505,71433.0,29.0,43868.0,15168.0,35864.0,35569.0
60506,56982.0,33.9,54401.0,23213.0,28190.0,28792.0
60510,28999.0,40.5,90864.0,39342.0,14054.0,14945.0
60511,1575.0,45.2,64602.0,33109.0,782.0,793.0
60512,1527.0,56.1,67135.0,36156.0,846.0,681.0
60513,18995.0,39.1,72653.0,31340.0,8804.0,10191.0
60514,10414.0,39.5,95162.0,55401.0,4820.0,5594.0
60515,28054.0,42.2,81383.0,45841.0,13331.0,14723.0
60516,28005.0,43.8,85227.0,39936.0,14072.0,13933.0
60517,32578.0,37.4,77001.0,37644.0,16479.0,16099.0
60518,3714.0,43.3,51674.0,23658.0,1847.0,1867.0
60519,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0
60520,2869.0,39.2,59323.0,29446.0,1500.0,1369.0
60521,17660.0,41.7,158947.0,77527.0,8741.0,8919.0
60523,9818.0,56.9,96591.0,70668.0,4669.0,5149.0
60525,31514.0,43.1,74573.0,41497.0,15012.0,16502.0
60526,13609.0,39.4,69198.0,38852.0,6591.0,7018.0
60527,28181.0,43.3,72950.0,52089.0,13241.0,14940.0
60530,605.0,43.2,59519.0,32451.0,315.0,290.0
60531,1818.0,43.5,63125.0,29450.0,898.0,920.0
60532,27008.0,37.4,72060.0,43428.0,13307.0,13701.0
60534,10626.0,36.9,50842.0,23006.0,5658.0,4968.0
60536,109.0,42.3,76875.0,36818.0,46.0,63.0
60537,690.0,33.4,63594.0,22895.0,386.0,304.0
60538,26202.0,32.6,71964.0,25625.0,13041.0,13161.0
60539,248.0,56.5,-666666666.0,5378.0,188.0,60.0
60540,43053.0,39.7,100612.0,45632.0,20964.0,22089.0
60541,3033.0,40.7,76875.0,31290.0,1455.0,1578.0
60542,16820.0,35.6,81383.0,33511.0,8108.0,8712.0
60543,37053.0,35.7,91461.0,31892.0,18793.0,18260.0
60544,25188.0,35.9,74603.0,30381.0,12337.0,12851.0
60545,13141.0,31.6,60897.0,29260.0,6608.0,6533.0
60546,15970.0,41.9,65663.0,37801.0,7690.0,8280.0
60548,12281.0,42.9,61058.0,27282.0,5979.0,6302.0
60549,982.0,32.2,61429.0,17763.0,573.0,409.0
60550,1528.0,32.9,50662.0,20561.0,766.0,762.0
60551,4779.0,39.9,75417.0,23790.0,2849.0,1930.0
60552,4521.0,39.2,72448.0,29528.0,2446.0,2075.0
60553,843.0,39.9,65288.0,24685.0,470.0,373.0
60554,11597.0,40.9,108109.0,45430.0,5888.0,5709.0
60555,13543.0,37.1,75988.0,36065.0,6740.0,6803.0
60556,1871.0,36.6,67039.0,27236.0,906.0,965.0
60557,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0
60558,13008.0,42.4,139257.0,59195.0,6452.0,6556.0
60559,24496.0,39.0,61540.0,33040.0,11391.0,13105.0
60560,22907.0,34.5,83634.0,34231.0,11678.0,11229.0
60561,23067.0,46.5,79274.0,40618.0,11157.0,11910.0
60563,36512.0,35.0,80629.0,42060.0,17654.0,18858.0
60564,41453.0,37.9,140442.0,48961.0,20848.0,20605.0
60565,40864.0,40.8,113581.0,45408.0,19895.0,20969.0
60585,22627.0,34.8,116713.0,36000.0,10999.0,11628.0
60586,46395.0,31.3,86417.0,28727.0,22994.0,23401.0
60601,9732.0,36.6,95556.0,89136.0,4843.0,4889.0
60602,1463.0,32.4,79957.0,66748.0,653.0,810.0
60603,882.0,26.1,107419.0,73239.0,364.0,518.0
60604,415.0,54.0,132188.0,135807.0,225.0,190.0
60605,24972.0,33.1,75426.0,58338.0,12039.0,12933.0
60606,2789.0,30.9,109324.0,83005.0,1565.0,1224.0
60607,25134.0,30.6,80261.0,50222.0,12160.0,12974.0
60608,78794.0,31.3,35336.0,16542.0,43861.0,34933.0
60609,62773.0,30.4,33630.0,14552.0,31374.0,31399.0
60610,38740.0,34.3,72636.0,71176.0,17669.0,21071.0
60611,29722.0,39.5,85642.0,107019.0,13703.0,16019.0
60612,36052.0,30.6,35318.0,21407.0,17325.0,18727.0
60613,49536.0,31.5,66697.0,55034.0,24808.0,24728.0
60614,68363.0,29.8,86215.0,67585.0,33637.0,34726.0
60615,40745.0,33.9,39055.0,32992.0,18721.0,22024.0
60616,49491.0,35.8,44258.0,28052.0,24006.0,25485.0
60617,83435.0,36.1,38845.0,18242.0,38290.0,45145.0
60618,97413.0,32.9,55577.0,31862.0,48941.0,48472.0
60619,64922.0,39.4,34977.0,19987.0,27990.0,36932.0
60620,73253.0,38.2,31753.0,16347.0,32169.0,41084.0
60621,33608.0,31.6,19548.0,11893.0,14620.0,18988.0
60622,54272.0,31.1,68923.0,43393.0,26902.0,27370.0
60623,85158.0,27.8,28949.0,11463.0,42223.0,42935.0
60624,39283.0,27.9,22786.0,11731.0,18384.0,20899.0
60625,78966.0,33.4,56597.0,29124.0,40531.0,38435.0
60626,51061.0,33.0,38734.0,24054.0,25579.0,25482.0
60628,71710.0,37.5,37472.0,17025.0,31635.0,40075.0
60629,113833.0,29.2,40650.0,14299.0,54974.0,58859.0
60630,57886.0,38.1,58086.0,26705.0,28517.0,29369.0
60631,28899.0,43.7,74007.0,35878.0,13969.0,14930.0
60632,90845.0,29.3,38545.0,13596.0,46337.0,44508.0
60633,13474.0,36.6,44417.0,20668.0,6705.0,6769.0
60634,72718.0,38.9,55767.0,24269.0,35914.0,36804.0
60636,39918.0,32.2,26352.0,11897.0,18854.0,21064.0
60637,48270.0,30.7,25775.0,19746.0,21262.0,27008.0
60638,56033.0,37.2,61903.0,25850.0,27208.0,28825.0
60639,91934.0,30.3,38707.0,14310.0,45428.0,46506.0
60640,64365.0,37.2,46974.0,35414.0,33857.0,30508.0
60641,70730.0,35.3,46816.0,23168.0,35618.0,35112.0
60642,18312.0,31.7,67591.0,45788.0,9518.0,8794.0
60643,51836.0,42.1,61799.0,28249.0,23621.0,28215.0
60644,47631.0,32.5,26092.0,13381.0,21654.0,25977.0
60645,46913.0,35.0,48918.0,25500.0,22546.0,24367.0
60646,28314.0,42.7,75419.0,40071.0,13453.0,14861.0
60647,87146.0,31.6,51675.0,30368.0,44219.0,42927.0
60649,45444.0,37.9,28573.0,20347.0,19944.0,25500.0
60651,61150.0,32.7,30971.0,14599.0,29466.0,31684.0
60652,42517.0,34.9,65330.0,23889.0,21049.0,21468.0
60653,31086.0,35.6,24968.0,22333.0,13439.0,17647.0
60654,15885.0,32.8,90645.0,101469.0,7634.0,8251.0
60655,28173.0,37.6,85531.0,35689.0,14172.0,14001.0
60656,27468.0,41.1,54134.0,29771.0,13740.0,13728.0
60657,68088.0,30.5,75885.0,63820.0,33716.0,34372.0
60659,39657.0,35.1,49581.0,21675.0,20308.0,19349.0
60660,42060.0,36.2,38970.0,30160.0,21238.0,20822.0
60661,7436.0,31.0,93750.0,76827.0,3604.0,3832.0
60706,23284.0,46.0,49325.0,24916.0,10904.0,12380.0
60707,42712.0,39.1,55554.0,26405.0,20720.0,21992.0
60712,12611.0,47.8,95440.0,42872.0,6252.0,6359.0
60714,30111.0,48.2,46725.0,26321.0,13958.0,16153.0
60803,22945.0,35.7,51186.0,23086.0,11049.0,11896.0
60804,84042.0,28.2,44177.0,14735.0,42625.0,41417.0
60805,19903.0,38.7,65393.0,29023.0,9533.0,10370.0
60827,28547.0,31.0,33108.0,16567.0,12729.0,15818.0
60901,36908.0,35.3,39915.0,19514.0,18598.0,18310.0
60910,382.0,49.1,41250.0,20476.0,182.0,200.0
60911,1604.0,37.5,60250.0,24503.0,897.0,707.0
60912,735.0,32.3,38625.0,19360.0,380.0,355.0
60913,1371.0,53.3,60625.0,32488.0,707.0,664.0
60914,28923.0,33.5,63264.0,25892.0,13922.0,15001.0
60915,10601.0,35.4,48302.0,25729.0,4927.0,5674.0
60917,607.0,33.3,72791.0,25341.0,312.0,295.0
60918,783.0,48.2,58295.0,28492.0,374.0,409.0
60919,605.0,36.7,39125.0,21468.0,332.0,273.0
60920,120.0,31.2,47143.0,21689.0,49.0,71.0
60921,1381.0,40.3,36111.0,19408.0,648.0,733.0
60922,2332.0,43.8,44087.0,21853.0,1087.0,1245.0
60924,1691.0,47.9,52353.0,33142.0,831.0,860.0
60926,29.0,70.2,16563.0,20352.0,8.0,21.0
60927,2384.0,35.3,61193.0,29434.0,1160.0,1224.0
60928,736.0,44.4,50398.0,25879.0,364.0,372.0
60929,818.0,30.3,52037.0,21956.0,388.0,430.0
60930,819.0,51.0,43013.0,23034.0,365.0,454.0
60931,590.0,36.0,50000.0,23796.0,253.0,337.0
60932,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0
60933,248.0,51.1,52708.0,24508.0,126.0,122.0
60934,276.0,36.7,47813.0,23947.0,156.0,120.0
60935,1397.0,35.3,75750.0,23545.0,731.0,666.0
60936,4125.0,45.3,38769.0,27992.0,1979.0,2146.0
60938,2109.0,40.0,45492.0,20488.0,943.0,1166.0
60940,3524.0,40.2,68176.0,26398.0,1824.0,1700.0
60941,1979.0,41.8,56771.0,31553.0,1067.0,912.0
60942,6094.0,42.8,40202.0,21747.0,2857.0,3237.0
60945,170.0,52.0,42250.0,23141.0,90.0,80.0
60946,384.0,41.6,56111.0,32852.0,187.0,197.0
60948,1553.0,47.1,68516.0,35013.0,764.0,789.0
60949,656.0,35.0,32303.0,18322.0,344.0,312.0
60950,11883.0,39.5,64669.0,27514.0,5761.0,6122.0
60951,725.0,42.2,70703.0,26575.0,370.0,355.0
65747,3608.0,62.1,40391.0,25655.0,1818.0,1790.0
65752,332.0,53.5,19679.0,16437.0,167.0,165.0
65753,4787.0,38.9,43578.0,20127.0,2373.0,2414.0
65754,1156.0,24.7,46831.0,19120.0,559.0,597.0
65755,435.0,33.7,25625.0,10093.0,242.0,193.0
65756,655.0,37.2,39063.0,13265.0,311.0,344.0
65757,6869.0,44.1,50342.0,26684.0,3433.0,3436.0
65759,1283.0,45.0,35819.0,18313.0,655.0,628.0
65760,634.0,59.2,31563.0,19265.0,340.0,294.0
65761,1120.0,56.0,35536.0,20166.0,635.0,485.0
65762,452.0,54.0,33438.0,17721.0,231.0,221.0
65764,1605.0,38.8,28079.0,11052.0,787.0,818.0
65766,134.0,42.8,51250.0,14016.0,71.0,63.0
65767,1834.0,49.4,26914.0,17379.0,950.0,884.0
65768,362.0,40.0,26094.0,18160.0,222.0,140.0
65769,3293.0,34.3,42500.0,18828.0,1546.0,1747.0
65770,2634.0,46.5,43077.0,22733.0,1285.0,1349.0
65771,2035.0,34.1,54615.0,20491.0,1111.0,924.0
65772,2239.0,40.0,46625.0,20649.0,1172.0,1067.0
65773,564.0,55.6,35800.0,19787.0,348.0,216.0
65774,996.0,51.7,31300.0,16190.0,454.0,542.0
65775,24256.0,40.2,34122.0,18714.0,11756.0,12500.0
65777,239.0,43.0,19667.0,13469.0,118.0,121.0
65778,489.0,51.0,24792.0,15867.0,237.0,252.0
65779,2381.0,50.8,33915.0,16139.0,1261.0,1120.0
65781,8386.0,35.8,48082.0,20805.0,4296.0,4090.0
65783,136.0,63.9,26302.0,10047.0,70.0,66.0
65784,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0
65785,5395.0,44.2,31134.0,15913.0,2722.0,2673.0
65786,2452.0,39.7,30284.0,14791.0,1278.0,1174.0
65787,1525.0,58.3,46667.0,23803.0,667.0,858.0
65788,405.0,43.5,34583.0,16847.0,207.0,198.0
65789,1696.0,41.9,38715.0,17564.0,890.0,806.0
65790,764.0,45.0,31141.0,16701.0,379.0,385.0
65791,4611.0,44.4,30063.0,17097.0,2340.0,2271.0
65793,6620.0,38.5,30250.0,16041.0,3362.0,3258.0
65802,43687.0,33.1,33354.0,19170.0,21220.0,22467.0
65803,42747.0,34.3,33756.0,17699.0,21146.0,21601.0
65804,36996.0,39.3,40744.0,28510.0,17921.0,19075.0
65806,9888.0,25.4,17253.0,12648.0,5154.0,4734.0
65807,55658.0,31.7,37009.0,20424.0,26217.0,29441.0
65809,11060.0,47.5,80406.0,45211.0,5120.0,5940.0
65810,21787.0,38.8,66418.0,34169.0,10463.0,11324.0
66002,13653.0,34.5,44521.0,21778.0,6570.0,7083.0
66006,7215.0,41.5,54091.0,28733.0,3531.0,3684.0
66007,6124.0,39.3,76579.0,32093.0,2967.0,3157.0
66008,262.0,42.8,75357.0,33316.0,128.0,134.0
66010,598.0,49.4,47083.0,28369.0,325.0,273.0
66012,10949.0,36.9,64242.0,29761.0,5236.0,5713.0
66013,1832.0,48.2,94375.0,41724.0,1066.0,766.0
66014,324.0,60.5,50757.0,25163.0,154.0,170.0
66015,859.0,47.5,48194.0,23858.0,465.0,394.0
66016,297.0,49.0,29659.0,16716.0,163.0,134.0
66017,388.0,42.9,50833.0,30014.0,204.0,184.0
66018,5698.0,39.2,60643.0,27463.0,2733.0,2965.0
66019,290.0,18.2,-666666666.0,5853.0,137.0,153.0
66020,1691.0,42.2,74609.0,28715.0,879.0,812.0
66021,2068.0,38.9,58125.0,24758.0,1045.0,1023.0
66023,1358.0,38.2,52115.0,22003.0,604.0,754.0
66024,905.0,35.1,44219.0,19836.0,475.0,430.0
66025,7743.0,35.3,69073.0,28618.0,3717.0,4026.0
66026,814.0,42.1,63462.0,28512.0,458.0,356.0
66027,5713.0,23.4,83636.0,22114.0,2961.0,2752.0
66030,21854.0,31.5,68602.0,26400.0,11116.0,10738.0
66031,456.0,31.7,-666666666.0,14335.0,444.0,12.0
66032,5225.0,39.3,38150.0,19892.0,2593.0,2632.0
66033,663.0,48.2,39583.0,23741.0,343.0,320.0
66035,1385.0,21.7,41786.0,16016.0,663.0,722.0
66039,646.0,50.0,50417.0,24925.0,320.0,326.0
66040,3228.0,38.8,47031.0,24243.0,1610.0,1618.0
66041,842.0,33.3,53667.0,23088.0,459.0,383.0
66042,552.0,45.0,61500.0,28315.0,279.0,273.0
66043,10990.0,33.9,81544.0,24615.0,6774.0,4216.0
66044,27547.0,24.0,31663.0,18972.0,13907.0,13640.0
66045,2427.0,19.4,-666666666.0,3192.0,938.0,1489.0
66046,19695.0,28.3,44049.0,21561.0,10385.0,9310.0
66047,19379.0,29.1,58033.0,31474.0,10098.0,9281.0
66048,35424.0,39.0,50972.0,25417.0,18834.0,16590.0
66049,26147.0,33.0,63486.0,35121.0,12462.0,13685.0
66050,1968.0,47.2,65956.0,30376.0,1005.0,963.0
66052,2021.0,42.8,57848.0,27076.0,1064.0,957.0
66053,7768.0,38.4,69051.0,31098.0,3943.0,3825.0
66054,3164.0,42.4,54167.0,25114.0,1638.0,1526.0
66056,1681.0,46.5,42609.0,22989.0,811.0,870.0
66058,398.0,42.0,51818.0,20186.0,227.0,171.0
66060,1066.0,42.4,51141.0,21789.0,588.0,478.0
66061,57167.0,34.0,70241.0,30770.0,29119.0,28048.0
66062,75938.0,33.6,82333.0,33452.0,37476.0,38462.0
66064,5936.0,36.4,41773.0,21320.0,2861.0,3075.0
66066,2440.0,40.4,54044.0,28026.0,1309.0,1131.0
66067,16537.0,37.0,47661.0,23156.0,8065.0,8472.0
66070,2816.0,41.0,66492.0,27531.0,1388.0,1428.0
66071,12284.0,43.1,57213.0,28405.0,5992.0,6292.0
66072,1203.0,38.9,45227.0,22800.0,631.0,572.0
66073,2242.0,43.2,60638.0,25600.0,1111.0,1131.0
66075,1840.0,49.9,35078.0,24025.0,848.0,992.0
66076,1759.0,41.2,44290.0,20386.0,958.0,801.0
66078,927.0,37.0,49167.0,18022.0,396.0,531.0
66079,477.0,46.0,61875.0,25592.0,240.0,237.0
66080,835.0,43.5,44107.0,21613.0,424.0,411.0
66083,9256.0,35.1,72098.0,31088.0,4834.0,4422.0
66085,7852.0,45.4,109363.0,53214.0,3964.0,3888.0
66086,9965.0,39.0,67622.0,28114.0,4964.0,5001.0
66087,1840.0,37.4,46855.0,22776.0,937.0,903.0
66088,2579.0,42.8,50667.0,25268.0,1284.0,1295.0
66090,2480.0,44.7,49552.0,26506.0,1248.0,1232.0
66091,158.0,55.0,33802.0,18294.0,102.0,56.0
66092,4289.0,36.3,63250.0,25927.0,2112.0,2177.0
